"No.","Time","Source","Destination","Protocol","Length","Info"
"1636","870.374822","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1635#1] 61769  >  80 [ACK] Seq=808 Ack=2146 Win=131072 Len=0 TSval=239186919 TSecr=1432970611"
"1637","874.233873","172.16.0.5","192.168.50.1","TCP","66","35126  >  80 [FIN, ACK] Seq=535 Ack=1074 Win=131072 Len=0 TSval=239187305 TSecr=1432970363"
"1638","874.233874","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 35126  >  80 [FIN, ACK] Seq=535 Ack=1074 Win=131072 Len=0 TSval=239187305 TSecr=1432970363"
"1639","874.233875","192.168.50.1","172.16.0.5","TCP","66","80  >  35126 [FIN, ACK] Seq=1074 Ack=536 Win=30080 Len=0 TSval=1432971576 TSecr=239187305"
"1640","874.233876","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  35126 [FIN, ACK] Seq=1074 Ack=536 Win=30080 Len=0 TSval=1432971576 TSecr=239187305"
"1641","874.234131","172.16.0.5","192.168.50.1","TCP","66","35126  >  80 [ACK] Seq=536 Ack=1075 Win=131072 Len=0 TSval=239187305 TSecr=1432971576"
"1642","874.234132","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1641#1] 35126  >  80 [ACK] Seq=536 Ack=1075 Win=131072 Len=0 TSval=239187305 TSecr=1432971576"
"1643","874.241638","172.16.0.5","192.168.50.1","TCP","66","54485  >  80 [FIN, ACK] Seq=588 Ack=1074 Win=131072 Len=0 TSval=239187306 TSecr=1432970524"
"1644","874.241641","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 54485  >  80 [FIN, ACK] Seq=588 Ack=1074 Win=131072 Len=0 TSval=239187306 TSecr=1432970524"
"1645","874.241642","192.168.50.1","172.16.0.5","TCP","66","80  >  54485 [FIN, ACK] Seq=1074 Ack=589 Win=30208 Len=0 TSval=1432971578 TSecr=239187306"
"1646","874.241643","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  54485 [FIN, ACK] Seq=1074 Ack=589 Win=30208 Len=0 TSval=1432971578 TSecr=239187306"
"1647","874.241754","172.16.0.5","192.168.50.1","TCP","66","54485  >  80 [ACK] Seq=589 Ack=1075 Win=131072 Len=0 TSval=239187306 TSecr=1432971578"
"1648","874.241757","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1647#1] 54485  >  80 [ACK] Seq=589 Ack=1075 Win=131072 Len=0 TSval=239187306 TSecr=1432971578"
"1649","875.379732","192.168.50.1","172.16.0.5","TCP","66","80  >  61769 [FIN, ACK] Seq=2146 Ack=808 Win=31104 Len=0 TSval=1432971862 TSecr=239186919"
"1650","875.379734","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  61769 [FIN, ACK] Seq=2146 Ack=808 Win=31104 Len=0 TSval=1432971862 TSecr=239186919"
"1651","875.379842","172.16.0.5","192.168.50.1","TCP","66","61769  >  80 [FIN, ACK] Seq=808 Ack=2147 Win=131072 Len=0 TSval=239187420 TSecr=1432971862"
"1652","875.379844","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 61769  >  80 [FIN, ACK] Seq=808 Ack=2147 Win=131072 Len=0 TSval=239187420 TSecr=1432971862"
"1653","875.380019","192.168.50.1","172.16.0.5","TCP","66","80  >  61769 [ACK] Seq=2147 Ack=809 Win=31104 Len=0 TSval=1432971862 TSecr=239187420"
"1654","875.380022","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1653#1] 80  >  61769 [ACK] Seq=2147 Ack=809 Win=31104 Len=0 TSval=1432971862 TSecr=239187420"
"1655","879.992796","172.16.0.5","192.168.50.1","TCP","66","32355  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239187881 TSecr=1432969918"
"1656","879.992798","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 32355  >  80 [FIN, ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239187881 TSecr=1432969918"
"1657","879.993011","192.168.50.1","172.16.0.5","TCP","66","80  >  32355 [FIN, ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=1432973016 TSecr=239187881"
"1658","879.993013","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  32355 [FIN, ACK] Seq=1 Ack=2 Win=29056 Len=0 TSval=1432973016 TSecr=239187881"
"1659","879.993121","172.16.0.5","192.168.50.1","TCP","66","32355  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0 TSval=239187881 TSecr=1432973016"
"1660","879.993123","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1659#1] 32355  >  80 [ACK] Seq=2 Ack=2 Win=131072 Len=0 TSval=239187881 TSecr=1432973016"
"1661","880.737441","172.16.0.5","192.168.50.1","TCP","74","35099  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239187956 TSecr=0 WS=2048"
"1662","880.737443","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 35099  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239187956 TSecr=0 WS=2048"
"1663","880.737559","192.168.50.1","172.16.0.5","TCP","74","80  >  35099 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432973202 TSecr=239187956 WS=128"
"1664","880.737561","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  35099 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432973202 TSecr=239187956 WS=128"
"1665","880.737675","172.16.0.5","192.168.50.1","TCP","66","35099  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239187956 TSecr=1432973202"
"1666","880.737676","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1665#1] 35099  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239187956 TSecr=1432973202"
"1667","880.737997","172.16.0.5","192.168.50.1","HTTP","597","GET /c.php HTTP/1.1 "
"1668","880.737999","172.16.0.5","192.168.50.1","TCP","597","[TCP Retransmission] 35099  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=531 TSval=239187956 TSecr=1432973202"
"1669","880.738122","192.168.50.1","172.16.0.5","TCP","66","80  >  35099 [ACK] Seq=1 Ack=532 Win=30080 Len=0 TSval=1432973202 TSecr=239187956"
"1670","880.738123","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1669#1] 80  >  35099 [ACK] Seq=1 Ack=532 Win=30080 Len=0 TSval=1432973202 TSecr=239187956"
"1671","880.738427","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"1672","880.738429","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  35099 [PSH, ACK] Seq=1 Ack=532 Win=30080 Len=1073 TSval=1432973202 TSecr=239187956"
"1673","880.738563","172.16.0.5","192.168.50.1","TCP","66","35099  >  80 [ACK] Seq=532 Ack=1074 Win=131072 Len=0 TSval=239187956 TSecr=1432973202"
"1674","880.738564","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1673#1] 35099  >  80 [ACK] Seq=532 Ack=1074 Win=131072 Len=0 TSval=239187956 TSecr=1432973202"
"1675","881.503978","172.16.0.5","192.168.50.1","TCP","74","45186  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239188032 TSecr=0 WS=2048"
"1676","881.503981","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 45186  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239188032 TSecr=0 WS=2048"
"1677","881.504111","192.168.50.1","172.16.0.5","TCP","74","80  >  45186 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432973393 TSecr=239188032 WS=128"
"1678","881.504114","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  45186 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432973393 TSecr=239188032 WS=128"
"1679","881.504211","172.16.0.5","192.168.50.1","TCP","66","45186  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239188032 TSecr=1432973393"
"1680","881.504213","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1679#1] 45186  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239188032 TSecr=1432973393"
"1681","881.504491","172.16.0.5","192.168.50.1","HTTP","651","GET /c.php?ip=10.65.181.82 HTTP/1.1 "
"1682","881.504494","172.16.0.5","192.168.50.1","TCP","651","[TCP Retransmission] 45186  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=585 TSval=239188032 TSecr=1432973393"
"1683","881.504600","192.168.50.1","172.16.0.5","TCP","66","80  >  45186 [ACK] Seq=1 Ack=586 Win=30208 Len=0 TSval=1432973394 TSecr=239188032"
"1684","881.504602","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1683#1] 80  >  45186 [ACK] Seq=1 Ack=586 Win=30208 Len=0 TSval=1432973394 TSecr=239188032"
"1685","881.505086","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"1686","881.505089","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  45186 [PSH, ACK] Seq=1 Ack=586 Win=30208 Len=1073 TSval=1432973394 TSecr=239188032"
"1687","881.505164","172.16.0.5","192.168.50.1","TCP","66","45186  >  80 [ACK] Seq=586 Ack=1074 Win=131072 Len=0 TSval=239188032 TSecr=1432973394"
"1688","881.505167","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1687#1] 45186  >  80 [ACK] Seq=586 Ack=1074 Win=131072 Len=0 TSval=239188032 TSecr=1432973394"
"1689","885.743534","192.168.50.1","172.16.0.5","TCP","66","80  >  35099 [FIN, ACK] Seq=1074 Ack=532 Win=30080 Len=0 TSval=1432974453 TSecr=239187956"
"1690","885.743537","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  35099 [FIN, ACK] Seq=1074 Ack=532 Win=30080 Len=0 TSval=1432974453 TSecr=239187956"
"1691","885.743680","172.16.0.5","192.168.50.1","TCP","66","35099  >  80 [FIN, ACK] Seq=532 Ack=1075 Win=131072 Len=0 TSval=239188456 TSecr=1432974453"
"1692","885.743682","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 35099  >  80 [FIN, ACK] Seq=532 Ack=1075 Win=131072 Len=0 TSval=239188456 TSecr=1432974453"
"1693","885.743791","192.168.50.1","172.16.0.5","TCP","66","80  >  35099 [ACK] Seq=1075 Ack=533 Win=30080 Len=0 TSval=1432974453 TSecr=239188456"
"1694","885.743794","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1693#1] 80  >  35099 [ACK] Seq=1075 Ack=533 Win=30080 Len=0 TSval=1432974453 TSecr=239188456"
"1695","885.898651","172.16.0.5","192.168.50.1","TCP","66","45186  >  80 [FIN, ACK] Seq=586 Ack=1074 Win=131072 Len=0 TSval=239188472 TSecr=1432973394"
"1696","885.898654","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 45186  >  80 [FIN, ACK] Seq=586 Ack=1074 Win=131072 Len=0 TSval=239188472 TSecr=1432973394"
"1697","885.898823","192.168.50.1","172.16.0.5","TCP","66","80  >  45186 [FIN, ACK] Seq=1074 Ack=587 Win=30208 Len=0 TSval=1432974492 TSecr=239188472"
"1698","885.898826","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  45186 [FIN, ACK] Seq=1074 Ack=587 Win=30208 Len=0 TSval=1432974492 TSecr=239188472"
"1699","885.898927","172.16.0.5","192.168.50.1","TCP","66","45186  >  80 [ACK] Seq=587 Ack=1075 Win=131072 Len=0 TSval=239188472 TSecr=1432974492"
"1700","885.898930","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1699#1] 45186  >  80 [ACK] Seq=587 Ack=1075 Win=131072 Len=0 TSval=239188472 TSecr=1432974492"
"1701","894.095084","172.16.0.5","192.168.50.1","TCP","74","54871  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239189291 TSecr=0 WS=2048"
"1702","894.095087","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 54871  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239189291 TSecr=0 WS=2048"
"1703","894.095222","192.168.50.1","172.16.0.5","TCP","74","80  >  54871 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432976541 TSecr=239189291 WS=128"
"1704","894.095225","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  54871 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432976541 TSecr=239189291 WS=128"
"1705","894.095353","172.16.0.5","192.168.50.1","TCP","66","54871  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239189291 TSecr=1432976541"
"1706","894.095355","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1705#1] 54871  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239189291 TSecr=1432976541"
"1707","894.095627","172.16.0.5","192.168.50.1","HTTP","659","GET /c.php HTTP/1.1 "
"1708","894.095630","172.16.0.5","192.168.50.1","TCP","659","[TCP Retransmission] 54871  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=593 TSval=239189291 TSecr=1432976541"
"1709","894.095763","192.168.50.1","172.16.0.5","TCP","66","80  >  54871 [ACK] Seq=1 Ack=594 Win=30208 Len=0 TSval=1432976541 TSecr=239189291"
"1710","894.095766","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1709#1] 80  >  54871 [ACK] Seq=1 Ack=594 Win=30208 Len=0 TSval=1432976541 TSecr=239189291"
"1711","894.096143","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"1712","894.096146","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  54871 [PSH, ACK] Seq=1 Ack=594 Win=30208 Len=1073 TSval=1432976541 TSecr=239189291"
"1713","894.096176","172.16.0.5","192.168.50.1","TCP","66","54871  >  80 [ACK] Seq=594 Ack=1074 Win=131072 Len=0 TSval=239189291 TSecr=1432976541"
"1714","894.096177","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1713#1] 54871  >  80 [ACK] Seq=594 Ack=1074 Win=131072 Len=0 TSval=239189291 TSecr=1432976541"
"1715","894.529814","172.16.0.5","192.168.50.1","TCP","74","59414  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239189335 TSecr=0 WS=2048"
"1716","894.529816","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 59414  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239189335 TSecr=0 WS=2048"
"1717","894.529961","192.168.50.1","172.16.0.5","TCP","74","80  >  59414 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432976650 TSecr=239189335 WS=128"
"1718","894.529964","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  59414 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432976650 TSecr=239189335 WS=128"
"1719","894.530097","172.16.0.5","192.168.50.1","TCP","66","59414  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239189335 TSecr=1432976650"
"1720","894.530099","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1719#1] 59414  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239189335 TSecr=1432976650"
"1721","894.530399","172.16.0.5","192.168.50.1","HTTP","737","GET /c.php?ip=2806:102e:6:3fa7:5175:f898:6ee6:ffdb HTTP/1.1 "
"1722","894.530402","172.16.0.5","192.168.50.1","TCP","737","[TCP Retransmission] 59414  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=671 TSval=239189335 TSecr=1432976650"
"1723","894.530525","192.168.50.1","172.16.0.5","TCP","66","80  >  59414 [ACK] Seq=1 Ack=672 Win=30336 Len=0 TSval=1432976650 TSecr=239189335"
"1724","894.530528","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1723#1] 80  >  59414 [ACK] Seq=1 Ack=672 Win=30336 Len=0 TSval=1432976650 TSecr=239189335"
"1725","894.531027","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"1726","894.531031","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  59414 [PSH, ACK] Seq=1 Ack=672 Win=30336 Len=1073 TSval=1432976650 TSecr=239189335"
"1727","894.531115","172.16.0.5","192.168.50.1","TCP","66","59414  >  80 [ACK] Seq=672 Ack=1074 Win=131072 Len=0 TSval=239189335 TSecr=1432976650"
"1728","894.531118","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1727#1] 59414  >  80 [ACK] Seq=672 Ack=1074 Win=131072 Len=0 TSval=239189335 TSecr=1432976650"
"1729","899.005364","172.16.0.5","192.168.50.1","TCP","66","54871  >  80 [FIN, ACK] Seq=594 Ack=1074 Win=131072 Len=0 TSval=239189782 TSecr=1432976541"
"1730","899.005367","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 54871  >  80 [FIN, ACK] Seq=594 Ack=1074 Win=131072 Len=0 TSval=239189782 TSecr=1432976541"
"1731","899.005507","192.168.50.1","172.16.0.5","TCP","66","80  >  54871 [FIN, ACK] Seq=1074 Ack=595 Win=30208 Len=0 TSval=1432977769 TSecr=239189782"
"1732","899.005523","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  54871 [FIN, ACK] Seq=1074 Ack=595 Win=30208 Len=0 TSval=1432977769 TSecr=239189782"
"1733","899.005641","172.16.0.5","192.168.50.1","TCP","66","54871  >  80 [ACK] Seq=595 Ack=1075 Win=131072 Len=0 TSval=239189782 TSecr=1432977769"
"1734","899.005644","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1733#1] 54871  >  80 [ACK] Seq=595 Ack=1075 Win=131072 Len=0 TSval=239189782 TSecr=1432977769"
"1735","899.333937","172.16.0.5","192.168.50.1","TCP","66","59414  >  80 [FIN, ACK] Seq=672 Ack=1074 Win=131072 Len=0 TSval=239189815 TSecr=1432976650"
"1736","899.333940","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 59414  >  80 [FIN, ACK] Seq=672 Ack=1074 Win=131072 Len=0 TSval=239189815 TSecr=1432976650"
"1737","899.334060","192.168.50.1","172.16.0.5","TCP","66","80  >  59414 [FIN, ACK] Seq=1074 Ack=673 Win=30336 Len=0 TSval=1432977851 TSecr=239189815"
"1738","899.334063","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  59414 [FIN, ACK] Seq=1074 Ack=673 Win=30336 Len=0 TSval=1432977851 TSecr=239189815"
"1739","899.334153","172.16.0.5","192.168.50.1","TCP","66","59414  >  80 [ACK] Seq=673 Ack=1075 Win=131072 Len=0 TSval=239189815 TSecr=1432977851"
"1740","899.334156","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1739#1] 59414  >  80 [ACK] Seq=673 Ack=1075 Win=131072 Len=0 TSval=239189815 TSecr=1432977851"
"1741","905.318900","172.16.0.5","192.168.50.1","TCP","74","52624  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239190414 TSecr=0 WS=2048"
"1742","905.318903","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 52624  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239190414 TSecr=0 WS=2048"
"1743","905.318967","192.168.50.1","172.16.0.5","TCP","74","80  >  52624 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432979347 TSecr=239190414 WS=128"
"1744","905.318970","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  52624 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432979347 TSecr=239190414 WS=128"
"1745","905.319096","172.16.0.5","192.168.50.1","TCP","66","52624  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1746","905.319099","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1745#1] 52624  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1747","905.319300","172.16.0.5","192.168.50.1","HTTP","183","GET / HTTP/1.1 "
"1748","905.319303","172.16.0.5","192.168.50.1","TCP","183","[TCP Retransmission] 52624  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=117 TSval=239190414 TSecr=1432979347"
"1749","905.319412","192.168.50.1","172.16.0.5","TCP","66","80  >  52624 [ACK] Seq=1 Ack=118 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1750","905.319414","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1749#1] 80  >  52624 [ACK] Seq=1 Ack=118 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1751","905.319677","192.168.50.1","172.16.0.5","HTTP","439","HTTP/1.1 200 OK  (text/html)"
"1752","905.319681","192.168.50.1","172.16.0.5","TCP","439","[TCP Retransmission] 80  >  52624 [PSH, ACK] Seq=1 Ack=118 Win=29056 Len=373 TSval=1432979347 TSecr=239190414"
"1753","905.319744","192.168.50.1","172.16.0.5","TCP","66","80  >  52624 [FIN, ACK] Seq=374 Ack=118 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1754","905.319746","192.168.50.1","172.16.0.5","TCP","66","[TCP Retransmission] 80  >  52624 [FIN, ACK] Seq=374 Ack=118 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1755","905.319747","172.16.0.5","192.168.50.1","TCP","66","52624  >  80 [ACK] Seq=118 Ack=374 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1756","905.319749","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1755#1] 52624  >  80 [ACK] Seq=118 Ack=374 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1757","905.319970","172.16.0.5","192.168.50.1","TCP","66","52624  >  80 [FIN, ACK] Seq=118 Ack=375 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1758","905.319972","172.16.0.5","192.168.50.1","TCP","66","[TCP Retransmission] 52624  >  80 [FIN, ACK] Seq=118 Ack=375 Win=131072 Len=0 TSval=239190414 TSecr=1432979347"
"1759","905.320032","192.168.50.1","172.16.0.5","TCP","66","80  >  52624 [ACK] Seq=375 Ack=119 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1760","905.320033","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1759#1] 80  >  52624 [ACK] Seq=375 Ack=119 Win=29056 Len=0 TSval=1432979347 TSecr=239190414"
"1761","934.063556","172.16.0.5","192.168.50.1","TCP","74","46633  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239193288 TSecr=0 WS=2048"
"1762","934.063559","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 46633  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239193288 TSecr=0 WS=2048"
"1763","934.063663","192.168.50.1","172.16.0.5","TCP","74","80  >  46633 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432986533 TSecr=239193288 WS=128"
"1764","934.063665","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  46633 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432986533 TSecr=239193288 WS=128"
"1765","934.063771","172.16.0.5","192.168.50.1","TCP","66","46633  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239193288 TSecr=1432986533"
"1766","934.063774","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1765#1] 46633  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239193288 TSecr=1432986533"
"1767","934.068528","172.16.0.5","192.168.50.1","HTTP","471","GET /c.php HTTP/1.1 "
"1768","934.068531","172.16.0.5","192.168.50.1","TCP","471","[TCP Retransmission] 46633  >  80 [PSH, ACK] Seq=1 Ack=1 Win=131072 Len=405 TSval=239193289 TSecr=1432986533"
"1769","934.068666","192.168.50.1","172.16.0.5","TCP","66","80  >  46633 [ACK] Seq=1 Ack=406 Win=30080 Len=0 TSval=1432986535 TSecr=239193289"
"1770","934.068669","192.168.50.1","172.16.0.5","TCP","66","[TCP Dup ACK 1769#1] 80  >  46633 [ACK] Seq=1 Ack=406 Win=30080 Len=0 TSval=1432986535 TSecr=239193289"
"1771","934.069046","192.168.50.1","172.16.0.5","HTTP","1139","HTTP/1.1 200 OK  (text/html)"
"1772","934.069049","192.168.50.1","172.16.0.5","TCP","1139","[TCP Retransmission] 80  >  46633 [PSH, ACK] Seq=1 Ack=406 Win=30080 Len=1073 TSval=1432986535 TSecr=239193289"
"1773","934.069125","172.16.0.5","192.168.50.1","TCP","66","46633  >  80 [ACK] Seq=406 Ack=1074 Win=131072 Len=0 TSval=239193289 TSecr=1432986535"
"1774","934.069128","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1773#1] 46633  >  80 [ACK] Seq=406 Ack=1074 Win=131072 Len=0 TSval=239193289 TSecr=1432986535"
"1775","934.074113","172.16.0.5","192.168.50.1","TCP","74","46634  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239193289 TSecr=0 WS=2048"
"1776","934.074115","172.16.0.5","192.168.50.1","TCP","74","[TCP Retransmission] 46634  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=239193289 TSecr=0 WS=2048"
"1777","934.074211","192.168.50.1","172.16.0.5","TCP","74","80  >  46634 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432986536 TSecr=239193289 WS=128"
"1778","934.074213","192.168.50.1","172.16.0.5","TCP","74","[TCP Retransmission] 80  >  46634 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=1432986536 TSecr=239193289 WS=128"
"1779","934.074337","172.16.0.5","192.168.50.1","TCP","66","46634  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239193289 TSecr=1432986536"
"1780","934.074339","172.16.0.5","192.168.50.1","TCP","66","[TCP Dup ACK 1779#1] 46634  >  80 [ACK] Seq=1 Ack=1 Win=131072 Len=0 TSval=239193289 TSecr=1432986536"
"1781","934.415899","172.16.0.5","192.168.50.1","HTTP","524","GET /c.php?ip=192.168.1.7 HTTP/1.1 "
"1782","934.415902","172.16.0.5","192.168.50.1","TCP","524","[TCP Retransmission] 46633  >  80 [PSH, ACK] Seq=406 Ack=1074 Win=131072 Len=458 TSval=239193323 TSecr=1432986535"
"1783","934.416475","192.168.50.1","172.16.0.5","HTTP","1138","HTTP/1.1 200 OK  (text/html)"
